Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prereg_experience,dev_experience,dev_reputation_1,report_experience,report_reputation_1,report_reputation_2,prereg_barriers_1,prereg_barriers_2,prereg_barriers_3,report_consequences_1,report_consequences_2,report_consequences_3,assessed_cr_tr_a_1,assessed_cr_tr_a_2,cr_factors_a,tr_factors_a,assessed_cr_tr_b_1,assessed_cr_tr_b_2,cr_factors_b,tr_factors_b,assessed_cr_tr_c_1,assessed_cr_tr_c_2,cr_factors_c,tr_factors_c,fishy_c,assessed_cr_tr_d_1,assessed_cr_tr_d_2,cr_factors_d,tr_factors_d,fishy_d,practices_perception_1,practices_perception_2,practices_perception_3,requirement,guidance,norms,training,research_area,phd_defense,phd_defense_2_TEXT,country,scenario_version
100,1571,True,2024-03-17 18:39:51,R_3tMJJrt7tbfGp0t,email,EN,Yes,Yes,Yes,I agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,0,0,other:,other:,I thought it was fishy,NA,NA,NA,NA,NA,100,0,50,else:,none,I agree,I don't know,Multidisciplinary,Year of my PhD defense:,2014,Germany,C
100,674,True,2024-03-17 21:09:49,R_27kFbgeg9IcrP69,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,60,60,"sample size,statistical methods,study design,information about deviations from the original plan","wording of the text,information about preregistration,information about deviations from the original plan",I thought it was fishy,NA,NA,NA,NA,NA,92,30,5,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I rather don't agree,No,Clinical Medicine,Year of my PhD defense:,2019,Italy,C
100,339812,True,2024-03-17 22:28:43,R_4mlA8U0azA9o4dX,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,80,100,"sample size,study design,wording of the text,hypotheses,information about preregistration","statistical methods,study design,wording of the text,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,39,10,none,none,I agree,No,Psychiatry / Psychology,Year of my PhD defense:,2001,Australia,B
100,442702,True,2024-03-17 22:30:37,R_2rwAHecuTcTcTkL,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,more,more,more,75,75,"statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,70,50,the journal where I would like to submit my paper/I have submitted my paper.,my PI or collaborators.,I don't agree,No,Clinical Medicine,I haven't had a PhD defense,-99,Portugal,A
100,335,True,2024-03-17 23:01:06,R_4mw7fNqIebAx75C,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather don't agree,I agree,the same / equally,the same / equally,the same / equally,70,60,"research field,statistical methods,information about preregistration","information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,10,0,my PI or collaborators.,my PI or collaborators.,I rather don't agree,No,Social Sciences,Year of my PhD defense:,2021,India,A
100,680,True,2024-03-17 23:37:37,R_4ARKKO2zmNigr9x,email,EN,Yes,Yes,Yes,I don't agree,No,NA,I don't know,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,70,"sample size,statistical methods,study design,wording of the text,hypotheses","wording of the text,other:",I thought it was fishy,100,76,53,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.",I agree,I don't know,Clinical Medicine,Year of my PhD defense:,2019,Australia,D
100,617,True,2024-03-18 02:08:08,R_1CQBTrdNUqvR0RE,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,90,90,"sample size,statistical methods,study design,information about preregistration","study design,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,61,15,my PI or collaborators.,none,I don't agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2021,USA,B
100,224,True,2024-03-18 02:34:23,R_1rBj86VcdsZeKlI,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,50,50,"study design,information about deviations from the original plan",study design,I thought it was fishy,NA,NA,NA,NA,NA,70,50,50,my PI or collaborators.,my PI or collaborators.,I agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,Mexico,C
100,507,True,2024-03-18 04:15:39,R_1NFlUsPESWPE4BC,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,64,77,"sample size,study design,hypotheses,other:",study design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,39,69,my PI or collaborators.,my PI or collaborators.,I don't agree,No,Social Sciences,Year of my PhD defense:,2021,Massachusetts Institute of Technology,A
100,464,True,2024-03-18 06:41:03,R_4G9788JVGLt73QG,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,less,more,more,NA,NA,NA,NA,NA,NA,NA,NA,70,75,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,hypotheses,information about preregistration,information about deviations from the original plan,other:",I thought it was fishy,NA,NA,NA,NA,NA,95,75,50,my PI or collaborators.,none,I don't agree,Yes,Other:,I haven't had a PhD defense,-99,Australia,C
100,1058,True,2024-03-18 09:13:45,R_4fjY6k3DwruWmDg,email,EN,Yes,Yes,Yes,I rather agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,80,80,"sample size,study design","wording of the text,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,75,15,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",my PI or collaborators.,I rather agree,I don't know,Multidisciplinary,Year of my PhD defense:,2022,Australia,B
100,263827,True,2024-03-18 09:50:20,R_42WpTL4TvfG5cyZ,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I don't agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,"research field,study design,information about deviations from the original plan","sample size,study design,information about deviations from the original plan",I thought it was fishy,70,50,50,my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,I don't know,No,Clinical Medicine,I haven't had a PhD defense,-99,Malaysia,D
100,541,True,2024-03-18 10:43:40,R_3uazLkihlJfbNND,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,less,less,the same / equally,81,51,"sample size,statistical methods,study design",other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,47,30,"the journal where I would like to submit my paper/I have submitted my paper.,else:","my PI or collaborators.,else:",I don't agree,No,Psychiatry / Psychology,Year of my PhD defense:,2011,Germany,A
100,410,True,2024-03-18 11:43:15,R_1OFV5QJ0A0hrhND,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather agree,I agree,less,more,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,24,"sample size,statistical methods,study design,information about deviations from the original plan","research field,sample size,statistical methods,information about deviations from the original plan",I thought it was fishy,31,72,36,my PI or collaborators.,my PI or collaborators.,I rather don't agree,No,Clinical Medicine,Year of my PhD defense:,2017,"Shanghai, China",D
100,229,True,2024-03-18 12:04:21,R_2J4yRJx7cqdkEbT,email,EN,Yes,Yes,Yes,I rather don't agree,No,NA,I rather agree,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,80,"statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","wording of the text,information about preregistration,information about deviations from the original plan",I thought it was a good decision,66,20,15,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",my PI or collaborators.,I rather agree,No,Clinical Medicine,Year of my PhD defense:,2020,UK,D
100,400405,True,2024-03-18 12:59:16,R_12sPwoPLBxMO0GN,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,65,65,"research field,sample size,statistical methods","research field,sample size,statistical methods,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,50,40,"the journal where I would like to submit my paper/I have submitted my paper.,else:",none,I don't know,No,Clinical Medicine,Year of my PhD defense:,2025,Belgium,A
100,303,True,2024-03-18 13:40:55,R_1LIE60xWMuuMe0p,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,less,less,NA,NA,NA,NA,60,60,"sample size,statistical methods,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,30,10,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,Yes,Clinical Medicine,Year of my PhD defense:,2011,United States,B
100,593,True,2024-03-18 15:27:53,R_2zp7O75RhJVGttM,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather agree,I agree,I rather agree,the same / equally,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,"sample size,statistical methods,study design,wording of the text","sample size,statistical methods,wording of the text",I was indifferent about it,80,80,20,my PI or collaborators.,my PI or collaborators.,I don't agree,I don't know,Multidisciplinary,Year of my PhD defense:,2017,USA,D
100,5746,True,2024-03-18 15:31:59,R_5kb64NZ9AyC0smh,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I agree,I rather agree,the same / equally,more,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,59,61,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan,other:","statistical methods,wording of the text,information about preregistration,information about deviations from the original plan",I was indifferent about it,NA,NA,NA,NA,NA,67,84,36,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I don't know,No,Multidisciplinary,Year of my PhD defense:,2019,Scotland,C
100,820,True,2024-03-18 15:43:53,R_3COOvxQ9Kctcch6,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I rather don't agree,I agree,more,more,more,60,70,"sample size,statistical methods,study design,other:","sample size,statistical methods,study design,wording of the text,other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,30,none,none,I don't agree,I don't know,Multidisciplinary,Year of my PhD defense:,2023,Norway,A
100,428,True,2024-03-18 17:34:30,R_3rJIVcM5vJMaoRx,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I rather don't agree,I rather agree,the same / equally,the same / equally,the same / equally,81,81,"sample size,statistical methods,study design,hypotheses","sample size,statistical methods,study design,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,68,10,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I don't agree,I don't know,Psychiatry / Psychology,Year of my PhD defense:,1998,United States,A
100,8188,True,2024-03-18 22:13:28,R_2fbAJwJyqOvSD9T,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,12,0,other:,other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,81,93,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I agree,Yes,Other:,Year of my PhD defense:,1989,Netherlands,B
100,482,True,2024-03-19 01:48:22,R_7qQCNwpxYCEsoum,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,more,88,91,"sample size,statistical methods,study design,wording of the text,hypotheses","sample size,statistical methods,study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,65,22,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I agree,I don't know,Multidisciplinary,Year of my PhD defense:,1987,United States,A
100,643,True,2024-03-19 03:02:05,R_2D6Mv9cjgjbRTix,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I don't agree,I agree,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,78,77,"study design,wording of the text,information about preregistration,information about deviations from the original plan","study design,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,73,32,34,none,none,I don't agree,I don't know,Psychiatry / Psychology,Year of my PhD defense:,1999,switzerland,C
100,354,True,2024-03-19 03:19:09,R_7EiWyFSLMzV9lL5,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,80,80,"sample size,statistical methods,study design,wording of the text,information about deviations from the original plan",other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,30,1,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I don't know,I don't know,Other:,Year of my PhD defense:,2015,United States,B
100,526,True,2024-03-19 05:02:24,R_7mINKnMJMxb8vgV,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I rather don't agree,NA,NA,NA,NA,less,less,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,75,"research field,sample size,statistical methods,study design,wording of the text,hypotheses","research field,sample size,statistical methods,study design,wording of the text,hypotheses",I was indifferent about it,40,80,80,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.",I rather agree,No,Multidisciplinary,I haven't had a PhD defense,-99,USA,D
100,368,True,2024-03-19 08:56:21,R_5dWSr1TyPhbsp7g,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,80,80,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,40,60,none,none,I don't agree,No,Other:,Year of my PhD defense:,2010,Germany,B
98,353,False,2024-03-19 10:07:56,R_4ha5xvDEdsctumh,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,61,73,"sample size,statistical methods,study design,wording of the text,information about preregistration","sample size,statistical methods,study design,wording of the text,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,20,31,"my PI or collaborators.,else:",none,I don't agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2020,Austria,B
98,350,False,2024-03-19 10:09:12,R_7Kfj5yrjyn1q349,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,"sample size,statistical methods,wording of the text,information about deviations from the original plan","sample size,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was fishy,70,60,70,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I rather agree,I don't know,Clinical Medicine,Year of my PhD defense:,2024,Belgium,D
98,327,False,2024-03-19 10:27:20,R_2r16yd4lR3bh2NV,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I rather agree,the same / equally,more,more,NA,NA,NA,NA,92,94,"sample size,study design,hypotheses","information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,6,21,none,none,I don't agree,No,Other:,Year of my PhD defense:,2001,France,B
98,827,False,2024-03-19 10:36:54,R_6oCldImOKSbMcmd,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,the same / equally,80,95,"statistical methods,study design,wording of the text,hypotheses","statistical methods,study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,85,20,my PI or collaborators.,my PI or collaborators.,I rather agree,Yes,Multidisciplinary,Year of my PhD defense:,2003,Netherlands,A
98,796,False,2024-03-19 10:48:21,R_7PXQlJW4tgtIfDz,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I don't agree,I rather don't agree,the same / equally,the same / equally,more,NA,NA,NA,NA,50,50,"sample size,statistical methods,study design,wording of the text,hypotheses","research field,sample size,statistical methods,study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,30,none,else:,I rather agree,I don't know,Multidisciplinary,Year of my PhD defense:,2015,Germany,B
98,648,False,2024-03-19 12:24:36,R_69bqWhT2pupEyBP,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I rather agree,I don't know,the same / equally,the same / equally,more,NA,NA,NA,NA,0,0,other:,other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,30,none,none,I don't know,No,Social Sciences,Year of my PhD defense:,2021,United Kingdom,B
100,675,True,2024-03-19 12:33:18,R_5mVJd2rQyZljJsU,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,less,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,60,"sample size,statistical methods,study design,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan",I was indifferent about it,95,10,10,the journal where I would like to submit my paper/I have submitted my paper.,else:,I rather agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2016,Netherlands,D
100,400,True,2024-03-19 12:57:46,R_8RWibUAKnedBYVr,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I don't agree,I agree,the same / equally,the same / equally,the same / equally,80,80,"study design,information about deviations from the original plan",study design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,50,80,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,-99,A
100,391,True,2024-03-19 12:58:49,R_2iteac5d2Tt5Uja,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,40,80,"sample size,statistical methods,study design,wording of the text,hypotheses,information about deviations from the original plan","study design,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was fishy,NA,NA,NA,NA,NA,50,75,20,my PI or collaborators.,my PI or collaborators.,I don't know,Yes,Psychiatry / Psychology,Year of my PhD defense:,2007,Switzerland,C
100,500098,True,2024-03-19 13:01:40,R_2New6gxG4JfwFW2,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,76,74,"research field,sample size,statistical methods,study design,wording of the text,hypotheses,information about deviations from the original plan","wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,7,1,"my PI or collaborators.,the funder of my research project.",none,I don't agree,No,Clinical Medicine,I haven't had a PhD defense,-99,UK,B
100,147,True,2024-03-19 13:06:17,R_5IAVLvL37JeU4vr,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I agree,I agree,more,more,more,92,82,"sample size,statistical methods,study design,information about preregistration,information about deviations from the original plan","statistical methods,study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,84,81,my PI or collaborators.,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,USA,A
100,434,True,2024-03-19 13:10:51,R_2qEnLMVDzU0iO25,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather agree,I rather don't agree,the same / equally,less,less,NA,NA,NA,NA,NA,NA,NA,NA,52,56,"sample size,statistical methods,study design,information about deviations from the original plan","sample size,statistical methods,study design,information about deviations from the original plan",I was indifferent about it,NA,NA,NA,NA,NA,75,35,60,none,none,I don't know,No,Other:,Year of my PhD defense:,2014,poland,C
100,736,True,2024-03-19 13:11:53,R_50U8T0BuqHjFkub,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I agree,I agree,the same / equally,more,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,70,"sample size,statistical methods,study design,information about preregistration","statistical methods,study design,wording of the text,information about preregistration",I didn't notice it,75,50,20,none,the journal where I would like to submit my paper/I have submitted my paper.,I don't agree,Yes,Psychiatry / Psychology,I haven't had a PhD defense,-99,China,D
100,436,True,2024-03-19 13:12:51,R_2nitbCH6ANRioGw,email,EN,Yes,Yes,Yes,I rather agree,No,NA,I rather agree,NA,NA,NA,less,less,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","information about preregistration,information about deviations from the original plan",I thought it was fishy,91,11,6,none,none,I rather agree,Yes,Clinical Medicine,Year of my PhD defense:,2006,france,D
100,460,True,2024-03-19 13:14:00,R_2qmoNBaDcmNL24F,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,70,70,"statistical methods,study design,information about preregistration,information about deviations from the original plan","study design,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,75,my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,I agree,No,Clinical Medicine,Year of my PhD defense:,2014,Switzerland,B
100,477,True,2024-03-19 13:14:06,R_2ro9PRizzg9Wjzi,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I don't agree,I agree,less,less,more,NA,NA,NA,NA,NA,NA,NA,NA,60,50,"statistical methods,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","information about preregistration,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,96,2,12,else:,else:,I don't agree,I don't know,Other:,Year of my PhD defense:,2014,Germany,C
100,456,True,2024-03-19 13:15:29,R_2QrYy7jgqeqHYkh,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,80,80,"sample size,statistical methods,hypotheses,information about preregistration","sample size,statistical methods,study design,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,20,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I don't know,Yes,Psychiatry / Psychology,Year of my PhD defense:,1998,United Kingdom,B
100,584,True,2024-03-19 13:16:04,R_42cqcwJv38UXWvL,email,EN,Yes,Yes,Yes,I rather agree,No,NA,I rather agree,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,72,73,"sample size,statistical methods,study design,hypotheses","statistical methods,study design,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,27,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I rather agree,No,Social Sciences,Year of my PhD defense:,2018,Kenya,B
100,356,True,2024-03-19 13:16:43,R_7dtvWs6jnZHA4KO,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I rather don't agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,84,"sample size,statistical methods,study design,hypotheses","sample size,study design,hypotheses",I didn't notice it,60,34,60,none,the journal where I would like to submit my paper/I have submitted my paper.,I don't agree,No,Clinical Medicine,I haven't had a PhD defense,-99,Italy,D
100,600,True,2024-03-19 13:17:26,R_2gRXLWViqJXUBAU,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"sample size,study design,hypotheses","sample size,study design,hypotheses",I thought it was fishy,NA,NA,NA,NA,NA,75,85,5,my PI or collaborators.,my PI or collaborators.,I don't agree,Yes,Multidisciplinary,Year of my PhD defense:,2009,The Netherlands,C
100,113,True,2024-03-19 13:17:35,R_8S0iZb1vsk2siwt,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,52,58,"sample size,statistical methods,study design,wording of the text","research field,sample size,statistical methods,study design",I thought it was a good decision,NA,NA,NA,NA,NA,100,10,37,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,No,Social Sciences,I haven't had a PhD defense,-99,UK,C
100,368,True,2024-03-19 13:18:29,R_1JQFNk7f1dVQeU0,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,75,75,other:,other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,6,2,none,none,I don't know,No,Other:,Year of my PhD defense:,2017,Spain,A
100,404,True,2024-03-19 13:19:29,R_6gBm70hANW4wMJI,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,more,more,83,78,"sample size,statistical methods,study design","statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,39,51,else:,none,I rather agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2012,Italy,A
100,540,True,2024-03-19 13:22:17,R_3SRuIvGlXnIK9b3,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,90,88,"study design,hypotheses","study design,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,31,41,none,none,I don't agree,No,Clinical Medicine,I haven't had a PhD defense,-99,Argentina,B
100,642,True,2024-03-19 13:22:54,R_5KW5cAnCXvQZEVy,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,85,85,"sample size,study design,hypotheses,information about preregistration,information about deviations from the original plan","wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,30,20,the journal where I would like to submit my paper/I have submitted my paper.,"the journal where I would like to submit my paper/I have submitted my paper.,else:",I rather agree,Yes,Psychiatry / Psychology,I haven't had a PhD defense,-99,The Netherlands,B
